x,y,species cloglog values
855.0,855.0,0.21330576
856.0,856.0,0.55403405
857.0,857.0,0.12796554
858.0,858.0,0.23460211
859.0,859.0,0.8793262
860.0,860.0,0.44423765
861.0,861.0,0.49648443
862.0,862.0,0.25150648
863.0,863.0,0.72910106
864.0,864.0,0.102626264
865.0,865.0,0.66839844
866.0,866.0,0.19136606
867.0,867.0,0.4234932
868.0,868.0,0.19102786
869.0,869.0,0.41713673
870.0,870.0,0.53866273
871.0,871.0,0.4122494
872.0,872.0,0.13235651
873.0,873.0,0.21826479
874.0,874.0,0.24490032
875.0,875.0,0.643039
876.0,876.0,0.33938602
877.0,877.0,0.12827349
878.0,878.0,0.38287234
879.0,879.0,0.48056623
880.0,880.0,0.19898964
881.0,881.0,0.56454283
882.0,882.0,0.52003473
883.0,883.0,0.8067094
884.0,884.0,0.2218377
885.0,885.0,0.49806505
886.0,886.0,0.13073215
887.0,887.0,0.2794102
888.0,888.0,0.63161564
889.0,889.0,0.7855299
890.0,890.0,0.68739206
891.0,891.0,0.028728098
892.0,892.0,0.38751528
893.0,893.0,0.16245224
894.0,894.0,0.1433553
895.0,895.0,0.25939733
896.0,896.0,0.61921585
897.0,897.0,0.8476264
898.0,898.0,0.3887538
899.0,899.0,0.18518904
900.0,900.0,0.7079374
901.0,901.0,0.24380234
902.0,902.0,0.49439463
903.0,903.0,0.76004
904.0,904.0,0.17460203
905.0,905.0,0.08213999
906.0,906.0,0.06254988
907.0,907.0,0.27074134
908.0,908.0,0.17179102
909.0,909.0,0.14256102
910.0,910.0,0.09225838
911.0,911.0,0.069686666
912.0,912.0,0.34062514
913.0,913.0,0.13481785
914.0,914.0,0.7255986
915.0,915.0,0.17091452
916.0,916.0,0.35316622
917.0,917.0,0.26438755
918.0,918.0,0.37710842
919.0,919.0,0.4765762
920.0,920.0,0.23583274
921.0,921.0,0.6209107
922.0,922.0,0.18883325
923.0,923.0,0.37589255
924.0,924.0,0.19789971
925.0,925.0,0.08503287
926.0,926.0,0.08334831
927.0,927.0,0.20717573
928.0,928.0,0.14640196
929.0,929.0,0.93995845
930.0,930.0,0.39121395
931.0,931.0,0.86368966
932.0,932.0,0.38857788
933.0,933.0,0.07587491
934.0,934.0,0.4204615
935.0,935.0,0.7366801
936.0,936.0,0.23768441
937.0,937.0,0.18963471
938.0,938.0,0.011814347
939.0,939.0,0.5265221
940.0,940.0,0.4899033
941.0,941.0,0.5085502
942.0,942.0,0.2272067
943.0,943.0,0.40700805
944.0,944.0,0.13849485
945.0,945.0,0.7080667
946.0,946.0,0.025264423
947.0,947.0,0.6139893
948.0,948.0,0.60841227
949.0,949.0,0.39020866
950.0,950.0,0.6523806
951.0,951.0,0.72581595
952.0,952.0,0.7435237
953.0,953.0,0.7650098
954.0,954.0,0.45680857
955.0,955.0,0.28543738
956.0,956.0,0.106669456
957.0,957.0,0.17102887
958.0,958.0,0.09039421
959.0,959.0,0.14677489
960.0,960.0,0.27028745
961.0,961.0,0.7441697
962.0,962.0,0.34617028
963.0,963.0,0.36048368
964.0,964.0,0.25151053
965.0,965.0,0.14618294
966.0,966.0,0.7836505
967.0,967.0,0.23353773
968.0,968.0,0.6121772
969.0,969.0,0.29383293
970.0,970.0,0.46289703
971.0,971.0,0.07426622
972.0,972.0,0.2722616
973.0,973.0,0.6883958
974.0,974.0,0.3655475
975.0,975.0,0.17813313
976.0,976.0,0.48693496
977.0,977.0,0.07674958
978.0,978.0,0.42849243
979.0,979.0,0.15889347
980.0,980.0,0.34973404
981.0,981.0,0.7589111
982.0,982.0,0.7850593
983.0,983.0,0.32131445
984.0,984.0,0.22592679
985.0,985.0,0.14641006
986.0,986.0,0.15430221
987.0,987.0,0.23639628
988.0,988.0,0.14797015
989.0,989.0,0.5476653
990.0,990.0,0.34564075
991.0,991.0,0.6352435
992.0,992.0,0.6635009
993.0,993.0,0.24089009
994.0,994.0,0.32893577
995.0,995.0,0.43325105
996.0,996.0,0.10677084
997.0,997.0,0.8106829
