Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
2.09486E-3,41.003815673,0.606842117,0.125925926,0.3625,0
2.1088E-3,41.425487771,0.609276935,0.124074074,0.3625,0
2.12986E-3,41.638473731,0.612927375,0.123148148,0.3625,0
2.13961E-3,41.852435112,0.614606264,0.122222222,0.3625,0
2.14375E-3,42.066810538,0.615316709,0.121296296,0.375,0
2.15127E-3,42.281937661,0.61660318,0.12037037,0.375,0
2.17153E-3,42.714401091,0.620049498,0.118518519,0.3875,0
2.22109E-3,42.936510178,0.628348583,0.117592593,0.3875,0
2.24384E-3,43.160894569,0.632097933,0.116666667,0.3875,0
2.27989E-3,43.388883697,0.637960703,0.115740741,0.3875,0
2.28271E-3,43.617154837,0.63841541,0.114814815,0.3875,0
2.2836E-3,43.845514753,0.638558431,0.113888889,0.3875,0
2.29028E-3,44.074542847,0.639633074,0.112962963,0.4,0
2.32487E-3,44.30702943,0.645144571,0.112037037,0.4,0
2.36818E-3,44.543847414,0.651928413,0.111111111,0.4,0
2.38353E-3,44.782200135,0.654300875,0.110185185,0.4125,0
2.39805E-3,45.022004769,0.656530413,0.109259259,0.4125,0
2.41169E-3,45.263173764,0.658612405,0.108333333,0.425,0
2.42869E-3,45.506043083,0.661189411,0.107407407,0.425,0
2.47912E-3,45.997814253,0.668717666,0.105555556,0.425,0
2.61245E-3,46.259058938,0.687828131,0.10462963,0.425,0
2.69057E-3,46.528115632,0.698508826,0.103703704,0.425,0
2.75016E-3,46.803131275,0.706409629,0.102777778,0.4375,0
2.75399E-3,47.078530509,0.70691107,0.101851852,0.45,0
2.76016E-3,47.354546891,0.707716028,0.100925926,0.45,0
2.81773E-3,47.636319643,0.715118483,0.1,0.45,0
2.82301E-3,47.918620193,0.715787755,0.099074074,0.4625,0
2.90732E-3,48.209352607,0.726269007,0.098148148,0.4625,0
2.92927E-3,48.502279835,0.728933289,0.097222222,0.4625,0
2.94572E-3,48.796851674,0.730912671,0.096296296,0.4625,0
2.97014E-3,49.093865389,0.733824973,0.09537037,0.4625,0
2.98407E-3,49.392272526,0.735472693,0.094444444,0.4625,0
2.98753E-3,49.691025752,0.735880358,0.093518519,0.4625,0
3.0344E-3,49.994465673,0.741339454,0.092592593,0.4625,0
3.03483E-3,50.297949004,0.741389486,0.091666667,0.4625,0
3.03506E-3,50.601454926,0.741415521,0.090740741,0.4625,0
3.08206E-3,50.909661312,0.746775748,0.089814815,0.475,0
3.08281E-3,51.217942111,0.746859707,0.088888889,0.4875,0
3.08543E-3,51.526484777,0.747154941,0.087962963,0.4875,0
3.08696E-3,51.835181082,0.747327998,0.087037037,0.4875,0
3.09172E-3,52.144353401,0.747863422,0.086111111,0.4875,0
3.09841E-3,52.454194389,0.748613627,0.085185185,0.4875,0
3.11433E-3,52.765626897,0.750390251,0.084259259,0.5,0
3.19063E-3,53.084690156,0.758735632,0.083333333,0.5125,0
3.1954E-3,53.404230044,0.759247543,0.082407407,0.525,0
3.20534E-3,53.724764028,0.760311729,0.081481481,0.5375,0
3.25882E-3,54.050646112,0.765956703,0.080555556,0.5375,0
3.26034E-3,54.376680074,0.766115056,0.07962963,0.5375,0
3.27144E-3,54.703824072,0.767269162,0.078703704,0.5375,0
3.28793E-3,55.032616579,0.768972623,0.077777778,0.5375,0
3.30198E-3,55.362814087,0.770414611,0.076851852,0.55,0
3.32135E-3,55.694949539,0.772388815,0.075925926,0.5625,0
3.3275E-3,56.027699069,0.773010834,0.075,0.575,0
3.3444E-3,56.36213869,0.774714019,0.074074074,0.575,0
3.35607E-3,56.697745541,0.775882823,0.073148148,0.5875,0
3.39025E-3,57.03677092,0.779271195,0.072222222,0.5875,0
3.5006E-3,57.386831248,0.789863131,0.071296296,0.5875,0
3.51084E-3,57.737915462,0.790819762,0.07037037,0.5875,0
3.52552E-3,58.090467117,0.792183223,0.069444444,0.6,0
3.53691E-3,58.444158383,0.793235949,0.068518519,0.6,0
3.62259E-3,58.806417454,0.80098165,0.067592593,0.6,0
3.6332E-3,59.169737018,0.801919979,0.066666667,0.6,0
3.6598E-3,59.535717073,0.804254573,0.065740741,0.6125,0
3.67328E-3,59.903045334,0.805427104,0.064814815,0.625,0
3.70116E-3,60.273160862,0.80782896,0.063888889,0.6375,0
3.84273E-3,60.657434261,0.81957897,0.062962963,0.65,0
3.85334E-3,61.04276848,0.820429879,0.062037037,0.65,0
3.94539E-3,61.437307895,0.827647107,0.061111111,0.65,0
3.98436E-3,61.835743479,0.830613798,0.060185185,0.65,0
3.99775E-3,62.235518457,0.831621823,0.059259259,0.65,0
4.03096E-3,62.638614919,0.834095759,0.058333333,0.6625,0
4.03729E-3,63.042343986,0.834562804,0.057407407,0.6625,0
4.04797E-3,63.44714063,0.835348004,0.056481481,0.6625,0
4.04951E-3,63.852091382,0.835461042,0.055555556,0.6625,0
4.18397E-3,64.270488822,0.845031164,0.05462963,0.6625,0
4.19049E-3,64.689537727,0.845480413,0.053703704,0.675,0
4.19933E-3,65.109470435,0.846087798,0.052777778,0.675,0
4.20659E-3,65.530129571,0.846585241,0.051851852,0.675,0
4.23559E-3,65.953688169,0.848554771,0.050925926,0.6875,0
4.32216E-3,66.385904378,0.85428647,0.05,0.6875,0
4.34824E-3,66.82072876,0.855970289,0.049074074,0.6875,0
4.35105E-3,67.255833335,0.856150018,0.048148148,0.6875,0
4.40904E-3,67.696737375,0.859820123,0.047222222,0.6875,0
4.50539E-3,68.147275901,0.86571134,0.046296296,0.7,0
4.56404E-3,68.603679488,0.869175751,0.04537037,0.7125,0
4.58295E-3,69.061974258,0.870273678,0.044444444,0.725,0
4.63392E-3,69.525366596,0.873187401,0.043518519,0.725,0
4.71055E-3,69.996421285,0.877444478,0.042592593,0.725,0
4.72862E-3,70.469282846,0.878427342,0.041666667,0.725,0
4.74261E-3,70.943543414,0.879182927,0.040740741,0.725,0
4.74419E-3,71.417962275,0.879268123,0.039814815,0.725,0
4.74586E-3,71.892548144,0.879357944,0.038888889,0.7375,0
4.76219E-3,72.368767458,0.880232936,0.037962963,0.7375,0
4.76371E-3,72.845138663,0.880313977,0.037037037,0.75,0
4.81192E-3,73.326330898,0.882857917,0.036111111,0.75,0
5.06187E-3,73.832517611,0.895205312,0.035185185,0.7625,0
5.0991E-3,74.342427946,0.896929907,0.034259259,0.7625,0
5.12173E-3,74.8546008,0.897963901,0.033333333,0.7625,0
5.17266E-3,75.37186639,0.900253539,0.032407407,0.7625,0
5.17337E-3,75.889203247,0.900285212,0.031481481,0.7625,0
5.21521E-3,76.410723849,0.9021271,0.030555556,0.775,0
5.29638E-3,76.940362344,0.905604499,0.02962963,0.775,0
