x,y,species cloglog values
687.0,687.0,0.66457486
688.0,688.0,0.45363027
689.0,689.0,0.55119234
690.0,690.0,0.49759954
691.0,691.0,0.61175716
692.0,692.0,0.9133374
693.0,693.0,0.6892736
694.0,694.0,0.9150931
695.0,695.0,0.41800436
696.0,696.0,0.3585315
697.0,697.0,0.27967507
698.0,698.0,0.7011052
699.0,699.0,0.20178603
700.0,700.0,0.88010687
701.0,701.0,0.276
702.0,702.0,0.58840954
703.0,703.0,0.09998566
704.0,704.0,0.3045547
705.0,705.0,0.034061264
706.0,706.0,0.12993921
707.0,707.0,0.27739763
708.0,708.0,0.48317552
709.0,709.0,0.08157476
710.0,710.0,0.40421757
711.0,711.0,0.5427412
712.0,712.0,0.2947965
713.0,713.0,0.19483656
714.0,714.0,0.27339223
715.0,715.0,0.34097728
716.0,716.0,0.787329
717.0,717.0,0.21702366
718.0,718.0,0.056569725
719.0,719.0,0.3499858
720.0,720.0,0.4732797
721.0,721.0,0.54202557
722.0,722.0,0.1650468
723.0,723.0,0.4991087
724.0,724.0,0.3150816
725.0,725.0,0.5274151
726.0,726.0,0.6741105
727.0,727.0,0.44709268
728.0,728.0,0.9674958
729.0,729.0,0.49001876
730.0,730.0,0.71629816
731.0,731.0,0.24035285
732.0,732.0,0.6692161
733.0,733.0,0.23194882
734.0,734.0,0.5156918
735.0,735.0,0.7419224
736.0,736.0,0.28017712
737.0,737.0,0.30015177
738.0,738.0,0.61315364
739.0,739.0,0.6847391
740.0,740.0,0.95950806
741.0,741.0,0.086218186
742.0,742.0,0.3308973
743.0,743.0,0.34743097
744.0,744.0,0.68468356
745.0,745.0,0.51886797
746.0,746.0,0.37707368
747.0,747.0,0.80300367
748.0,748.0,0.37276417
749.0,749.0,0.08424694
750.0,750.0,0.32036147
751.0,751.0,0.31855285
752.0,752.0,0.12884371
753.0,753.0,0.038762428
754.0,754.0,0.22486258
755.0,755.0,0.376809
756.0,756.0,0.40593687
757.0,757.0,0.29446286
758.0,758.0,0.23632166
759.0,759.0,0.5770635
760.0,760.0,0.68514305
761.0,761.0,0.108669184
762.0,762.0,0.2871795
763.0,763.0,0.6904929
764.0,764.0,0.33895501
765.0,765.0,0.16830349
766.0,766.0,0.20426472
767.0,767.0,0.15039521
768.0,768.0,0.44869363
769.0,769.0,0.6332286
770.0,770.0,0.18022455
771.0,771.0,0.30140328
772.0,772.0,0.010953502
773.0,773.0,0.46031645
774.0,774.0,0.3415975
775.0,775.0,0.31840914
776.0,776.0,0.32175848
777.0,777.0,0.7010945
778.0,778.0,0.08797857
779.0,779.0,0.22598785
780.0,780.0,0.37932083
781.0,781.0,0.533274
782.0,782.0,0.24007504
783.0,783.0,0.26276496
784.0,784.0,0.043610867
785.0,785.0,0.03937502
786.0,786.0,0.6543667
787.0,787.0,0.36578244
788.0,788.0,0.46364
789.0,789.0,0.8974192
790.0,790.0,0.8966779
791.0,791.0,0.26589003
792.0,792.0,0.39199156
793.0,793.0,0.34906715
794.0,794.0,0.11707076
795.0,795.0,0.14359978
796.0,796.0,0.5821959
797.0,797.0,0.054470915
798.0,798.0,0.2840859
799.0,799.0,0.11334154
800.0,800.0,0.23890813
801.0,801.0,0.039512545
802.0,802.0,0.4614724
803.0,803.0,0.20964484
804.0,804.0,0.01936747
805.0,805.0,0.30581218
806.0,806.0,0.90325975
807.0,807.0,0.08490742
808.0,808.0,0.51834536
809.0,809.0,0.40140468
810.0,810.0,0.3369214
811.0,811.0,0.27604783
812.0,812.0,0.828127
813.0,813.0,0.10971993
814.0,814.0,0.31864437
815.0,815.0,0.30420858
816.0,816.0,0.38472903
817.0,817.0,0.7871675
818.0,818.0,0.24882688
819.0,819.0,0.63187647
820.0,820.0,0.023890689
821.0,821.0,0.9636747
822.0,822.0,0.28362596
823.0,823.0,0.2934055
824.0,824.0,0.12532093
825.0,825.0,0.24870177
826.0,826.0,0.09873179
827.0,827.0,0.40559646
828.0,828.0,0.33520946
829.0,829.0,0.52759343
830.0,830.0,0.44926867
831.0,831.0,0.6933205
832.0,832.0,0.22160903
833.0,833.0,0.44332334
834.0,834.0,0.17137967
835.0,835.0,0.40264225
836.0,836.0,0.22608924
837.0,837.0,0.3493045
838.0,838.0,0.5703106
839.0,839.0,0.36520886
840.0,840.0,0.31988603
841.0,841.0,0.21943541
842.0,842.0,0.7060086
843.0,843.0,0.4277297
844.0,844.0,0.41732424
845.0,845.0,0.42347065
846.0,846.0,0.19455466
847.0,847.0,0.31950432
848.0,848.0,0.39413497
849.0,849.0,0.2658066
850.0,850.0,0.26616916
851.0,851.0,0.32174632
852.0,852.0,0.28920448
853.0,853.0,0.6887068
854.0,854.0,0.07108352
855.0,855.0,0.2867054
856.0,856.0,0.4419319
857.0,857.0,0.038540434
858.0,858.0,0.60295695
859.0,859.0,0.78567743
860.0,860.0,0.5769446
861.0,861.0,0.3512306
862.0,862.0,0.20363133
863.0,863.0,0.14435591
864.0,864.0,0.9943109
865.0,865.0,0.5570521
866.0,866.0,0.6489742
867.0,867.0,0.21823421
868.0,868.0,0.72591203
869.0,869.0,0.7935171
870.0,870.0,0.101282485
871.0,871.0,0.23588577
872.0,872.0,0.781923
873.0,873.0,0.35128504
874.0,874.0,0.53889596
875.0,875.0,0.2950533
876.0,876.0,0.21113262
877.0,877.0,0.83281744
878.0,878.0,0.26121533
879.0,879.0,0.37365502
880.0,880.0,0.90437096
881.0,881.0,0.3070273
882.0,882.0,0.96529996
883.0,883.0,0.29098833
884.0,884.0,0.23355597
